noCompte,Date,Operation
5000739990,12/06/2021,44.47
5000739990,20/06/2021,15.37
5000739990,18/07/2021,62.81
5000739990,11/07/2021,27.8
5000739990,03/07/2021,102.57
5000739990,02/07/2021,196.77
5000739990,22/07/2021,30.72
5000739990,08/07/2021,95.57
5000737032,06/07/2021,185.47
5000737032,16/06/2021,135.1
5000737032,25/07/2021,121.05
5000737032,25/07/2021,142.95
5000737032,29/06/2021,191.42
5000737032,29/06/2021,151.82
5000737032,15/06/2021,17.82
5000737032,27/06/2021,93.4
5000737032,31/07/2021,187.85
5000737032,29/06/2021,65.71
5000737032,25/07/2021,54.14
5000737032,24/07/2021,61.44
5000737032,26/06/2021,120.44
5000737032,15/06/2021,163.79
5000737032,09/06/2021,185.63
5000737032,29/06/2021,25.06
5000737032,26/06/2021,118.1
5000737032,31/07/2021,30.19
5000731218,03/06/2021,167.25
5000731218,07/07/2021,112.07
5000731218,01/07/2021,183.39
5000731218,21/07/2021,66.58
5000731218,16/07/2021,167.33
5000731218,09/07/2021,74.41
5000731218,19/07/2021,138.18
5000731218,12/07/2021,118.06
5000731218,11/07/2021,40
5000731218,22/06/2021,179.29
5000731218,21/07/2021,175.16
5000731218,30/06/2021,190.09
5000731218,15/06/2021,48.22
5000731218,16/06/2021,112.47
5000731218,13/06/2021,62.5
5000731218,01/07/2021,170.74
5000731218,04/07/2021,33.01
5000731218,09/07/2021,57.62
5000731218,07/07/2021,175.21
5000731218,20/07/2021,210.25
5000731218,01/06/2021,113.48
5000731218,07/06/2021,118.84
5000731218,09/06/2021,111.28
5000731218,18/06/2021,121.73
5000731218,13/07/2021,73.39
5000731218,04/07/2021,100.74
5000731218,17/06/2021,157.77
5000731218,11/06/2021,76.91
5000728821,27/06/2021,60.11
5000728821,19/07/2021,217.06
5000728821,24/06/2021,149.26
5000728821,12/07/2021,75.88
5000728821,05/06/2021,134.47
5000728821,09/07/2021,212.65
5000728821,30/06/2021,217.88
5000728821,09/07/2021,219.9
5000728821,16/06/2021,30.42
5000728821,18/07/2021,210.5
5000728821,26/07/2021,202.66
5000728821,10/07/2021,195.55
5000728821,16/07/2021,201.09
5000728821,16/07/2021,69.81
5000728821,15/06/2021,139.74
5000728821,11/07/2021,168.34
5000728821,09/06/2021,195.26
5000726386,27/06/2021,188.5
5000726386,24/06/2021,184.37
5000726386,05/06/2021,90.63
5000726386,25/06/2021,258.48
5000726386,01/06/2021,229.98
5000726386,29/07/2021,140.14
5000726386,06/07/2021,174.07
5000726386,07/07/2021,148.22
5000726386,23/07/2021,162.03
5000726386,07/07/2021,146
5000726386,20/06/2021,267.68
5000726386,05/06/2021,80.77
5000726244,10/06/2021,209.1
5000726244,24/07/2021,168.86
5000726244,24/07/2021,126.11
5000726244,18/07/2021,158.38
5000726244,02/06/2021,123.22
5000726244,04/06/2021,184.07
5000726244,23/06/2021,196.82
5000726244,11/07/2021,201.86
5000726244,07/07/2021,151.28
5000726244,02/06/2021,167.3
5000726244,05/07/2021,119.26
5000726244,18/07/2021,103.47
5000726244,03/06/2021,14.77
5000726244,10/06/2021,19.82
5000726244,24/07/2021,186.31
5000726244,20/06/2021,137.96
5000726244,03/07/2021,106.83
5000726244,20/06/2021,92.44
5000726244,14/07/2021,64.69
5000726244,27/07/2021,186.51
5000726244,20/07/2021,167.59
5000726244,01/07/2021,149.09
5000726244,21/06/2021,56.85
5000726244,10/06/2021,68.09
5000726244,26/06/2021,92.38
5000721364,28/07/2021,103.38
5000721364,20/07/2021,90.69
5000721364,09/06/2021,49.38
5000721364,06/06/2021,118.28
5000721364,09/06/2021,57.05
5000721364,02/07/2021,183.54
5000721364,15/06/2021,103.56
5000721364,04/07/2021,97.63
5000721364,25/06/2021,9.97
5000721364,01/07/2021,146.37
5000721364,03/06/2021,60.16
5000721364,04/07/2021,157.07
5000721364,17/06/2021,159.37
5000721364,05/07/2021,107.08
5000721364,11/06/2021,67.88
5000721364,17/06/2021,64.23
5000721364,24/07/2021,111
5000721364,15/07/2021,31.25
5000721364,18/06/2021,41.9
5000721364,03/06/2021,157.65
5000721364,18/06/2021,75.07
5000721364,10/06/2021,177.92
5000721364,16/07/2021,161.75
5000721364,24/06/2021,40.39
5000721364,04/06/2021,169.78
5000721364,16/07/2021,175.97
5000720198,14/06/2021,84.8
5000720198,10/07/2021,94.25
5000720198,09/07/2021,140.79
5000720198,13/07/2021,33.58
5000720198,29/06/2021,210.54
5000720198,23/06/2021,146.67
5000720198,29/07/2021,18.46
5000720198,04/07/2021,58.52
5000720198,13/06/2021,125.41
5000720198,24/06/2021,44.25
5000720198,02/06/2021,61.07
5000720198,13/06/2021,209.49
5000720198,14/06/2021,108.91
5000720198,09/06/2021,37.81
5000720198,17/07/2021,137.34
5000720198,22/07/2021,154.18
5000720198,01/07/2021,43.3
5000720198,06/07/2021,142.7
5000720198,04/06/2021,155.9
5000720198,29/06/2021,52.01
5000720198,13/07/2021,73.68
5000720198,18/07/2021,129.39
5000720198,05/07/2021,144.21
5000720198,10/07/2021,200.47
5000720198,04/07/2021,140.26
5000720198,30/06/2021,106.53
5000720198,28/07/2021,168.86
5000719025,05/07/2021,25.57
5000719025,31/07/2021,89
5000719025,12/06/2021,97.34
5000719025,17/06/2021,134.33
5000719025,08/07/2021,28.77
5000719025,23/07/2021,61.97
5000719025,15/07/2021,40.2
5000719025,24/06/2021,28.33
5000719025,30/07/2021,98.88
5000719025,07/06/2021,80.69
5000719025,14/07/2021,111.97
5000719025,27/06/2021,104.33
5000719025,23/06/2021,159
5000719025,10/06/2021,46.85
5000719025,20/06/2021,102.14
5000719025,09/07/2021,179.54
5000719025,15/06/2021,10.16
5000719025,29/07/2021,130.34
5000719025,30/07/2021,90.41
5000719025,06/07/2021,193.26
5000719025,18/07/2021,143.25
5000719025,29/06/2021,99.44
5000719025,26/07/2021,176.68
5000719025,03/06/2021,105.3
5000719025,27/07/2021,115.23
5000718863,08/07/2021,133.76
5000718863,30/07/2021,182.13
5000718863,07/07/2021,198.3
5000718863,25/06/2021,104.94
5000718863,03/06/2021,191.77
5000718863,12/07/2021,148.31
5000718863,25/07/2021,138.84
5000718863,09/06/2021,91.99
5000718863,01/06/2021,77.98
5000718863,23/06/2021,85.32
5000718863,02/07/2021,88.14
5000718863,24/07/2021,146.18
5000718863,07/06/2021,151.14
5000718863,13/07/2021,163.02
5000718863,25/07/2021,118.83
5000718531,04/06/2021,156.51
5000718531,14/07/2021,144.64
5000718531,10/06/2021,173.03
5000718531,13/06/2021,30.6
5000718531,29/07/2021,57.1
5000718531,28/06/2021,153.28
5000718531,27/06/2021,74.37
5000718531,02/06/2021,55.87
5000718531,14/07/2021,140.47
5000718531,10/06/2021,74.85
5000718531,05/07/2021,138.81
5000718531,13/07/2021,192.48
5000718531,18/06/2021,199.39
5000718531,15/06/2021,67.94
5000718531,24/07/2021,166.6
5000718531,17/07/2021,99.93
5000718286,08/06/2021,78.61
5000718286,15/07/2021,213.54
5000718286,23/06/2021,109.04
5000718286,17/06/2021,139.5
5000718286,23/07/2021,32.56
5000718286,07/07/2021,200.6
5000718286,02/07/2021,98.09
5000718286,20/06/2021,155.3
5000718286,05/07/2021,42.69
5000718286,12/06/2021,104.91
5000718286,03/06/2021,140.74
5000718286,23/06/2021,40.75
5000718286,21/06/2021,74.02
5000718286,01/06/2021,211.36
5000718286,24/06/2021,144.23
5000718286,07/06/2021,204.96
5000718286,29/07/2021,206.92
5000718286,14/07/2021,162.21
5000718286,24/06/2021,92.33
5000717906,03/07/2021,151.86
5000717906,03/07/2021,158.27
5000717906,18/07/2021,139.08
5000717906,22/06/2021,69.83
5000717906,09/07/2021,142.16
5000717906,17/07/2021,118.56
5000717906,05/06/2021,3.92
5000717906,10/07/2021,196.82
5000717906,08/07/2021,12.44
5000717906,15/06/2021,175.43
5000717906,26/06/2021,160.01
5000717906,29/07/2021,150.39
5000717906,23/06/2021,182.07
5000717906,07/06/2021,158
5000717906,20/06/2021,154.73
5000717906,17/06/2021,156.63
5000717906,24/06/2021,3.77
5000717906,30/06/2021,53.75
5000717906,31/07/2021,173.29
5000717906,14/07/2021,196.34
5000717906,07/06/2021,4.36
5000717906,25/06/2021,151.3
5000717267,05/06/2021,155.43
5000717267,01/06/2021,6.34
5000717267,29/07/2021,5
5000717267,16/06/2021,121.5
5000717267,12/07/2021,172.72
5000717267,11/06/2021,58.41
5000717267,26/06/2021,132.44
5000717267,01/07/2021,108.39
5000717267,31/07/2021,170.63
5000717267,07/06/2021,140.86
5000717267,21/06/2021,129.89
5000717267,03/06/2021,37.76
5000717267,06/07/2021,15.23
5000715784,09/07/2021,206.39
5000715784,11/07/2021,219.35
5000715784,10/06/2021,143.45
5000715784,01/07/2021,126.51
5000715784,28/06/2021,234.15
5000715784,23/07/2021,206
5000715784,14/06/2021,64.97
5000715784,14/06/2021,134.3
5000715784,21/06/2021,90.65
5000715784,26/06/2021,196.5
5000715784,03/06/2021,158.1
5000715784,10/07/2021,55.85
5000715784,05/06/2021,90.48
5000715784,10/07/2021,210.38
5000715784,22/06/2021,144.55
5000715784,22/06/2021,189.89
5000715784,25/07/2021,101.89
5000715784,10/06/2021,85.56
5000715784,19/06/2021,157.28
5000715784,21/06/2021,233.83
5000715784,03/07/2021,219.06
5000715784,27/06/2021,162.98
5000715784,19/06/2021,106.26
5000713744,31/07/2021,184.57
5000713744,16/07/2021,126.22
5000713744,22/06/2021,157.1
5000713744,22/06/2021,169.78
5000713744,07/07/2021,57.49
5000713744,01/06/2021,111.17
5000713744,29/06/2021,37.59
5000713744,02/06/2021,180.63
5000713744,17/07/2021,117.83
5000713744,15/06/2021,77.82
5000713744,21/06/2021,164.48
5000713744,12/07/2021,125.51
5000713744,04/07/2021,17.37
5000713744,15/07/2021,163.99
5000713744,06/06/2021,198.67
5000713744,30/06/2021,139.3
5000713744,12/07/2021,208.22
5000713744,24/07/2021,198
5000713744,18/07/2021,169.72
5000713744,14/07/2021,153.88
5000712704,12/06/2021,22.77
5000712704,28/06/2021,164.75
5000712704,22/07/2021,29.22
5000712704,03/07/2021,16.04
5000712704,22/07/2021,58.14
5000712704,05/06/2021,44.77
5000712704,27/07/2021,87.67
5000712704,14/06/2021,33.06
5000712704,01/06/2021,26.96
5000712704,22/07/2021,159.77
5000712704,25/07/2021,13.06
5000712704,19/06/2021,121.41
5000712704,24/07/2021,5
5000712704,10/07/2021,173.12
5000712704,22/06/2021,1.3
5000712704,25/06/2021,140.62
5000712704,13/07/2021,5
5000712704,16/07/2021,85.36
5000712704,08/07/2021,107.85
5000712704,24/06/2021,159.21
5000711477,04/06/2021,192.63
5000711477,04/06/2021,144.31
5000711477,07/07/2021,42.87
5000711477,20/06/2021,194.61
5000711477,23/07/2021,66.63
5000711477,27/06/2021,195.38
5000711477,22/07/2021,144.79
5000711477,10/06/2021,136.6
5000711477,06/07/2021,177.51
5000711477,22/06/2021,137.81
5000711477,21/07/2021,19.94
5000711477,15/07/2021,22.44
5000711477,26/07/2021,140.28
5000711477,06/07/2021,7.46
5000711477,03/06/2021,125.33
5000711477,27/06/2021,166.48
5000711477,31/07/2021,95.65
5000711477,17/06/2021,11.78
5000711477,16/07/2021,63.09
5000711477,03/07/2021,1
5000711477,27/06/2021,64.99
5000711477,25/07/2021,109.49
5000711477,07/07/2021,150.1
5000711477,05/07/2021,84.52
5000711477,09/06/2021,69.49
5000711477,20/06/2021,57.46
5000711477,19/07/2021,40.47
5000711477,25/07/2021,126.86
5000705944,06/06/2021,111.96
5000705944,29/07/2021,132.42
5000705944,21/06/2021,164.15
5000705944,25/06/2021,143.2
5000705944,02/07/2021,50.64
5000705944,18/07/2021,63.96
5000705944,22/07/2021,66.29
5000705944,19/07/2021,185.05
5000705944,09/07/2021,77.14
5000705944,21/07/2021,146.6
5000705944,11/07/2021,152.99
5000705944,04/07/2021,37.59
5000705944,08/06/2021,96.57
5000705944,27/07/2021,119.95
5000705944,25/07/2021,205.68
5000705944,25/07/2021,16.22
5000705944,28/06/2021,62.02
5000705944,24/06/2021,66.77
5000705944,28/07/2021,187.89
5000705944,26/07/2021,174.43
5000705944,25/07/2021,71.32
5000704148,23/06/2021,181.24
5000704148,22/06/2021,107.14
5000704148,17/06/2021,221.2
5000704148,27/07/2021,161.99
5000704148,13/07/2021,173.96
5000704148,09/06/2021,205.72
5000704148,13/07/2021,85.31
5000704148,18/07/2021,90.84
5000704148,17/07/2021,36.24
5000704148,10/06/2021,77.36
5000704148,14/07/2021,102.16
5000704148,22/06/2021,112.31
5000704148,18/06/2021,130.15
5000704148,09/07/2021,85.16
5000704148,23/06/2021,74.09
5000704148,24/06/2021,216.82
5000704148,09/06/2021,183.02
5000703289,29/06/2021,82.33
5000703289,02/06/2021,191.64
5000703289,17/07/2021,7.89
5000703289,24/06/2021,98.47
5000703289,05/06/2021,53.66
5000703289,08/06/2021,72.38
5000703289,19/07/2021,84.12
5000703289,10/06/2021,155.89
5000703289,25/06/2021,181.6
5000703289,29/07/2021,74.14
5000703289,18/06/2021,63.1
5000703289,19/06/2021,60.41
5000703289,12/06/2021,150.02
5000703289,05/07/2021,173.15
5000703289,03/07/2021,17.73
5000703289,21/07/2021,105.72
5000703289,06/06/2021,42.79
5000703289,12/07/2021,168.84
5000703289,07/06/2021,168.19
5000703289,19/06/2021,161.69
5000702041,01/06/2021,94.1
5000702041,08/07/2021,134.54
5000702041,18/06/2021,174.51
5000702041,24/06/2021,61.31
5000702041,01/07/2021,27.88
5000702041,05/06/2021,126.32
5000702041,31/07/2021,147.95
5000702041,08/06/2021,41.48
5000702041,11/06/2021,65.68
5000702041,04/06/2021,57.65
5000702041,07/07/2021,47.52
5000702041,14/06/2021,36.63
5000702041,31/07/2021,102.86
5000702041,29/07/2021,165.7
5000702041,22/07/2021,51.26
5000702041,10/07/2021,144.33
5000700861,16/07/2021,230.32
5000700861,17/06/2021,89.63
5000700861,08/07/2021,248.73
5000700861,14/06/2021,154.29
5000700861,05/06/2021,201.08
5000700861,08/06/2021,196.16
5000700861,27/06/2021,138.13
5000700861,16/06/2021,130.31
5000700861,26/07/2021,167.09
5000700861,11/07/2021,156.51
5000700861,27/06/2021,254.36
5000700861,12/06/2021,117.35
5000700861,17/07/2021,140.29
5000699698,23/07/2021,170.96
5000699698,24/07/2021,96.18
5000699698,20/07/2021,139.79
5000699698,18/06/2021,142.98
5000699698,05/07/2021,203.04
5000699698,22/07/2021,46.46
5000699698,23/07/2021,115.09
5000699698,30/07/2021,118.89
5000699698,19/07/2021,183
5000699698,24/07/2021,80.26
5000699698,11/06/2021,205.81
5000699698,26/07/2021,161.59
5000699698,11/06/2021,172.45
5000699698,23/06/2021,125.82
5000699698,28/07/2021,160.63
5000699698,15/06/2021,200.63
5000699698,16/06/2021,124.17
5000699698,22/07/2021,45.66
5000699698,24/07/2021,184.99
5000699698,27/07/2021,112.98
5000699698,29/07/2021,185.17
5000699698,07/06/2021,126.23
5000699698,22/07/2021,122.87
5000699698,12/07/2021,25.31
5000699698,26/07/2021,92.34
5000696734,24/07/2021,21.2
5000696734,01/06/2021,150.47
5000696734,07/07/2021,121.62
5000696734,06/07/2021,137.6
5000696734,23/07/2021,35.5
5000696734,05/06/2021,54.35
5000696734,29/06/2021,19.37
5000696734,10/07/2021,24.91
5000696734,01/06/2021,202.65
5000696734,09/06/2021,144.24
5000696734,28/07/2021,17.17
5000696734,28/07/2021,70.88
5000696734,28/07/2021,134.37
5000696734,26/06/2021,156.22
5000696734,26/07/2021,184.72
5000696734,11/07/2021,35.38
5000696734,02/06/2021,36.6
5000696734,17/06/2021,193.78
5000696734,27/06/2021,44.04
5000696734,26/06/2021,130.11
5000696734,10/06/2021,84.74
5000696734,19/06/2021,71.42
5000696734,15/07/2021,104.27
5000696734,17/06/2021,151.36
5000696734,11/06/2021,129.92
5000696734,01/06/2021,16.55
5000692971,11/06/2021,45.69
5000692971,10/06/2021,97.11
5000692971,12/07/2021,137.12
5000692971,16/06/2021,26.46
5000692971,02/07/2021,104.58
5000692971,28/07/2021,165.38
5000692971,23/07/2021,207.18
5000692971,16/07/2021,203.12
5000692971,22/06/2021,198.25
5000692971,25/07/2021,179.18
5000692971,29/07/2021,119.1
5000692971,23/07/2021,154.08
5000692971,10/06/2021,143.48
5000692971,03/06/2021,90.55
5000692971,11/06/2021,38.26
5000692971,03/06/2021,21.6
5000692971,24/06/2021,134.26
5000692971,19/06/2021,208.9
5000692971,28/06/2021,80.75
5000692971,08/06/2021,104.19
5000691590,11/07/2021,181.61
5000691590,23/07/2021,234.57
5000691590,29/07/2021,196.09
5000691590,25/07/2021,52.28
5000691590,09/07/2021,242
5000691590,02/06/2021,193.17
5000691590,05/07/2021,85.13
5000691590,22/07/2021,58.73
5000691590,06/07/2021,117.45
5000691590,14/07/2021,154.82
5000691590,06/06/2021,215.35
5000691590,20/07/2021,136.01
5000691590,16/06/2021,203.73
5000691590,14/06/2021,227.89
5000691590,12/06/2021,239.43
5000691590,26/06/2021,127.53
5000691590,07/07/2021,213.64
5000691590,02/07/2021,162.05
5000691590,22/06/2021,225.58
5000691590,24/07/2021,208.12
5000690351,21/07/2021,189.15
5000690351,07/07/2021,76.27
5000690351,06/07/2021,182.47
5000690351,14/06/2021,25.88
5000690351,27/07/2021,116.27
5000690351,29/06/2021,80.85
5000690351,06/07/2021,105.04
5000690351,15/06/2021,211.06
5000690351,11/07/2021,196.22
5000690351,08/06/2021,36.78
5000690351,08/07/2021,119.72
5000690351,29/06/2021,17.48
5000690351,09/07/2021,201.04
5000690351,22/06/2021,29.56
5000689437,17/06/2021,91.81
5000689437,20/06/2021,82.97
5000689437,12/07/2021,51.99
5000689437,22/06/2021,103.22
5000689437,04/06/2021,62.29
5000689437,13/06/2021,76.43
5000689437,08/06/2021,172.1
5000689437,01/06/2021,53.11
5000689437,14/07/2021,174.2
5000689437,10/07/2021,194.02
5000689437,18/06/2021,155.26
5000689437,28/07/2021,190.05
5000689437,03/06/2021,113.54
5000689437,01/07/2021,94.55
5000689437,24/07/2021,114.95
5000689437,20/06/2021,150.03
5000689437,05/07/2021,152.85
5000687404,13/06/2021,71.65
5000687404,03/07/2021,93.33
5000687404,24/06/2021,94.66
5000687404,04/07/2021,185.35
5000687404,18/06/2021,135.99
5000687404,13/07/2021,85.74
5000687404,14/07/2021,143.78
5000687404,18/07/2021,69.55
5000687404,09/06/2021,107.62
5000687404,29/06/2021,77.54
5000687404,27/06/2021,117.52
5000687404,08/06/2021,181.71
5000687404,21/07/2021,154.86
5000687404,07/07/2021,60.46
5000687404,10/07/2021,162.67
5000687404,25/07/2021,212.73
5000687404,30/06/2021,70.45
5000687404,09/07/2021,25.49
5000687404,27/07/2021,216.61
5000687404,30/07/2021,109.84
5000687404,21/06/2021,79.48
5000687404,28/06/2021,204.84
5000687404,21/06/2021,63.71
5000681570,12/06/2021,142.96
5000681570,08/06/2021,5
5000681570,14/06/2021,21.34
5000681570,29/06/2021,5
5000681570,03/07/2021,127.41
5000681570,25/07/2021,5
5000681570,29/06/2021,97.68
5000681570,15/07/2021,90.92
5000681570,25/07/2021,11.57
5000681570,30/07/2021,65.53
5000681570,09/07/2021,112.16
5000681570,13/06/2021,153.43
5000681570,21/07/2021,5
5000681570,10/07/2021,142.92
5000681101,29/06/2021,155.45
5000681101,17/06/2021,155.58
5000681101,13/06/2021,29.79
5000681101,25/07/2021,216.14
5000681101,29/06/2021,206.83
5000681101,29/06/2021,63.32
5000681101,07/06/2021,106.23
5000681101,03/07/2021,163.97
5000681101,18/07/2021,198.27
5000681101,11/06/2021,154.7
5000681101,12/06/2021,40.37
5000681101,25/06/2021,173.49
5000681101,20/06/2021,71.31
5000681101,25/06/2021,64.71
5000681101,11/07/2021,108.37
5000681101,02/06/2021,132.82
5000681101,21/07/2021,92.79
5000681101,14/07/2021,63.53
5000681101,06/07/2021,66.95
5000681101,10/07/2021,176.54
5000681101,21/07/2021,216.96
5000679845,03/07/2021,166.84
5000679845,17/07/2021,245.17
5000679845,24/07/2021,222.56
5000679845,09/06/2021,129.86
5000679845,19/07/2021,155.08
5000679845,28/07/2021,167.75
5000679845,01/07/2021,157.89
5000679845,02/06/2021,123.77
5000679845,19/06/2021,184.09
5000679845,18/06/2021,227.08
5000679845,17/06/2021,199.57
5000679845,12/07/2021,210.73
5000679845,14/06/2021,63.02
5000679845,04/06/2021,94.59
5000679845,05/06/2021,222.35
5000679845,14/06/2021,157.88
5000679845,25/07/2021,78.27
5000679845,04/07/2021,230.49
5000679845,20/06/2021,61.84
5000677634,18/07/2021,159.55
5000677634,22/07/2021,23.62
5000677634,01/06/2021,120.91
5000677634,12/06/2021,18.62
5000677634,17/07/2021,30.43
5000677634,03/07/2021,76.08
5000677634,24/07/2021,35.91
5000677634,16/06/2021,139.85
5000677634,28/06/2021,99.25
5000677634,12/06/2021,101.88
5000677634,20/06/2021,99.18
5000677634,14/06/2021,174.01
5000677634,14/06/2021,125.71
5000677634,17/06/2021,69.51
5000677634,25/06/2021,85.51
5000677634,04/07/2021,110
5000677634,01/06/2021,79.62
5000677634,03/06/2021,124.55
5000677550,20/06/2021,154.53
5000677550,23/06/2021,202.16
5000677550,13/07/2021,188.96
5000677550,11/06/2021,110.95
5000677550,19/07/2021,154.26
5000677550,12/07/2021,195.91
5000677550,08/07/2021,115.86
5000677550,04/07/2021,132.23
5000677550,18/06/2021,131.95
5000677550,23/07/2021,80.9
5000677550,06/06/2021,152.94
5000677550,17/07/2021,43.52
5000677550,06/07/2021,104.18
5000677484,11/07/2021,21.9
5000677484,01/07/2021,18.48
5000677484,17/06/2021,121.64
5000677484,13/07/2021,187.89
5000677484,20/06/2021,40.84
5000677484,14/06/2021,132.4
5000677484,08/07/2021,193.78
5000677484,16/07/2021,133.26
5000677484,11/06/2021,81.66
5000677484,19/06/2021,161.93
5000677484,28/07/2021,150.59
5000677484,01/07/2021,180.91
5000677484,23/06/2021,98.69
5000677484,23/06/2021,122.9
5000677484,02/06/2021,110.44
5000677484,23/07/2021,106.75
5000677484,07/06/2021,195.78
5000677484,05/07/2021,86
5000677484,22/06/2021,167.38
5000675960,22/06/2021,91.08
5000675960,27/07/2021,199.72
5000675960,02/07/2021,160.54
5000675960,28/06/2021,171.85
5000675960,27/06/2021,31.26
5000675960,01/07/2021,174.8
5000675960,04/07/2021,180.46
5000675960,06/06/2021,34.51
5000675960,09/07/2021,200.53
5000675960,24/06/2021,119.48
5000675960,23/06/2021,171.39
5000675960,23/06/2021,40.64
5000675960,22/06/2021,91.47
5000675960,02/07/2021,178
5000675960,29/06/2021,141.66
5000675960,23/06/2021,188.05
5000675960,16/07/2021,132.08
5000675960,16/07/2021,21.54
5000675960,14/06/2021,159.21
5000675960,20/07/2021,114.5
5000675960,24/06/2021,54.28
5000673858,25/06/2021,89.08
5000673858,18/06/2021,150.2
5000673858,13/07/2021,135.48
5000673858,14/07/2021,31.13
5000673858,08/07/2021,172.14
5000673858,15/07/2021,16.9
5000673858,01/06/2021,66.67
5000673858,09/06/2021,34.56
5000673858,27/06/2021,93.32
5000673858,11/07/2021,185.09
5000673858,19/07/2021,100.23
5000673858,28/06/2021,74.3
5000673858,02/06/2021,53.1
5000673858,07/07/2021,26.81
5000673858,16/07/2021,183.84
5000673776,25/07/2021,189.2
5000673776,13/06/2021,102.58
5000673776,28/06/2021,164.06
5000673776,22/06/2021,46.96
5000673776,13/07/2021,89.98
5000673776,25/07/2021,184.05
5000673776,24/07/2021,89.8
5000673776,28/07/2021,195.52
5000673776,18/06/2021,190.88
5000673776,17/06/2021,145.97
5000673776,15/06/2021,188.07
5000673776,30/06/2021,135.68
5000673776,16/07/2021,74.96
5000673776,20/06/2021,194.33
5000673776,06/07/2021,50.38
5000673776,06/07/2021,31.58
5000673776,10/07/2021,64.28
5000673776,27/07/2021,137.97
5000673776,18/07/2021,64.67
5000673776,01/07/2021,69.24
5000673776,21/06/2021,19.65
5000673776,15/07/2021,140.95
5000673776,27/06/2021,75.26
5000673776,05/07/2021,126.38
5000673776,01/07/2021,150.59
5000672237,21/07/2021,157.96
5000672237,14/06/2021,81.95
5000672237,13/06/2021,170.7
5000672237,16/07/2021,44.6
5000672237,24/06/2021,51.97
5000672237,26/07/2021,160.15
5000672237,04/06/2021,119.69
5000672237,13/06/2021,12.42
5000672237,26/06/2021,108.88
5000672237,08/06/2021,129.4
5000672237,14/06/2021,155.17
5000672237,17/06/2021,119.48
5000670026,15/06/2021,147.62
5000670026,02/07/2021,5.49
5000670026,22/06/2021,59.03
5000670026,26/06/2021,112.44
5000670026,23/06/2021,131.86
5000670026,06/07/2021,145.33
5000670026,28/07/2021,95.36
5000670026,07/06/2021,177.57
5000670026,27/06/2021,168.72
5000670026,27/07/2021,5.53
5000668441,04/06/2021,141.71
5000668441,30/06/2021,165.68
5000668441,14/07/2021,5
5000668441,09/06/2021,121.46
5000668441,11/06/2021,103.98
5000668441,29/06/2021,133.15
5000668441,21/07/2021,43.54
5000668441,21/07/2021,185.62
5000668441,12/06/2021,5
5000668441,07/06/2021,92.39
5000668441,25/06/2021,171.17
5000668441,23/06/2021,111.86
5000668441,24/07/2021,100.08
5000668441,14/07/2021,36.84
5000668441,01/06/2021,156.39
5000668441,10/06/2021,88.38
5000666214,06/06/2021,144.71
5000666214,06/06/2021,155.84
5000666214,21/06/2021,204.75
5000666214,14/06/2021,37.08
5000666214,16/07/2021,121.57
5000666214,22/06/2021,165.51
5000666214,26/06/2021,87.4
5000666214,24/07/2021,27.26
5000666214,01/06/2021,76.81
5000666214,21/06/2021,136.3
5000666214,24/07/2021,20.05
5000666214,27/07/2021,199.49
5000666214,21/06/2021,192.72
5000666214,04/07/2021,12.08
5000664758,20/06/2021,193.74
5000664758,14/07/2021,124.96
5000664758,18/07/2021,33.25
5000664758,20/07/2021,93.74
5000664758,19/07/2021,178.35
5000664758,08/06/2021,73.68
5000664758,11/06/2021,180.1
5000664758,04/07/2021,130.4
5000664758,04/07/2021,136.83
5000664758,14/06/2021,193.41
5000664758,13/07/2021,17.54
5000664758,10/06/2021,5
5000664758,06/07/2021,36.79
5000664758,15/06/2021,1.25
5000664758,14/06/2021,106.86
5000664758,09/06/2021,189.85
5000664758,11/06/2021,21.26
5000664758,30/07/2021,129.37
5000664758,23/07/2021,49.5
5000664758,09/07/2021,177.09
5000664758,11/07/2021,165.82
5000664758,23/06/2021,100.02
5000664758,28/07/2021,33.94
5000664758,27/07/2021,88.4
5000664758,04/07/2021,59.97
5000664758,05/07/2021,166.08
5000661816,09/07/2021,54.94
5000661816,13/07/2021,108.43
5000661816,08/06/2021,148.93
5000661816,16/07/2021,157.45
5000661816,19/07/2021,124.27
5000661816,15/07/2021,101.19
5000661816,24/07/2021,71.69
5000661816,28/07/2021,47.58
5000661816,20/06/2021,82.4
5000661816,10/07/2021,144.55
5000661816,21/07/2021,118.4
5000661816,18/07/2021,183.87
5000661816,12/07/2021,181.6
5000661816,28/06/2021,106.11
5000661816,12/07/2021,143.87
5000661816,07/06/2021,178.2
5000661816,21/06/2021,140.27
5000661816,25/06/2021,197.32
5000661816,07/07/2021,34.7
5000661816,09/06/2021,196.68
5000661816,30/06/2021,191.45
5000661816,23/07/2021,198.79
5000661341,01/07/2021,72.26
5000661341,10/07/2021,161.83
5000661341,07/07/2021,107.56
5000661341,17/07/2021,111.6
5000661341,08/06/2021,90.28
5000661341,21/07/2021,211.26
5000661341,15/07/2021,130.5
5000661341,16/06/2021,113.56
5000661341,17/06/2021,119.48
5000661341,02/06/2021,100.12
5000661341,21/07/2021,67.21
5000661341,29/07/2021,48.17
5000661341,17/07/2021,151.71
5000661341,15/06/2021,157.19
5000661341,30/06/2021,83.14
5000661341,07/06/2021,175.75
5000661341,19/07/2021,58
5000661065,08/07/2021,128.74
